change_number,revision_number,rbe_gcp_started,rbe_gcp_state,rbe_gcp_time_seconds,rbe_gcp_time_minutes,rbe_bb_started,rbe_bb_state,rbe_bb_time_seconds,rbe_bb_time_minutes
402297,2,2024-01-12 10:00:28.000000000,SUCCESSFUL,930.0,15.5,2024-01-12 10:00:27.000000000,SUCCESSFUL,168.0,2.8
402297,3,2024-01-12 12:20:26.000000000,SUCCESSFUL,914.0,15.23,2024-01-12 12:20:36.000000000,SUCCESSFUL,550.0,9.17
401997,1,2024-01-11 13:00:29.000000000,SUCCESSFUL,984.0,16.4,2024-01-11 13:00:29.000000000,SUCCESSFUL,491.0,8.18
401918,2,2024-01-11 09:20:26.000000000,SUCCESSFUL,860.0,14.33,2024-01-11 09:20:23.000000000,SUCCESSFUL,731.0,12.18
401918,4,2024-01-11 15:30:31.000000000,SUCCESSFUL,645.0,10.75,2024-01-11 15:30:30.000000000,SUCCESSFUL,175.0,2.92
401387,2,2024-01-10 09:00:39.000000000,SUCCESSFUL,3221.0,53.68,2024-01-10 09:00:34.000000000,FAILED,421.0,7.02
401903,1,2024-01-10 21:50:28.000000000,SUCCESSFUL,965.0,16.08,2024-01-10 21:45:30.000000000,SUCCESSFUL,566.0,9.43
401457,1,2024-01-09 10:35:24.000000000,SUCCESSFUL,1175.0,19.58,2024-01-09 10:35:29.000000000,SUCCESSFUL,505.0,8.42
401457,2,2024-01-10 06:05:24.000000000,SUCCESSFUL,815.0,13.58,2024-01-10 06:20:20.000000000,SUCCESSFUL,143.0,2.38
400958,2,2024-01-05 13:30:29.000000000,SUCCESSFUL,871.0,14.52,2024-01-05 21:41:48.000000000,SUCCESSFUL,9258.0,154.3
401388,1,2024-01-10 11:10:26.000000000,SUCCESSFUL,1044.0,17.4,2024-01-10 11:10:27.000000000,SUCCESSFUL,548.0,9.13
401388,2,2024-01-10 13:35:27.000000000,SUCCESSFUL,1118.0,18.63,2024-01-10 13:35:27.000000000,SUCCESSFUL,510.0,8.5
399777,1,2023-12-29 11:40:24.000000000,FAILED,626.0,10.43,2023-12-29 11:40:30.000000000,FAILED,92.0,1.53
399777,2,2023-12-29 11:55:25.000000000,SUCCESSFUL,881.0,14.68,2023-12-29 12:00:28.000000000,FAILED,303.0,5.05
399777,3,2024-01-02 07:35:26.000000000,SUCCESSFUL,1090.0,18.17,2024-01-02 07:35:25.000000000,SUCCESSFUL,536.0,8.93
401219,1,2024-01-08 15:20:27.000000000,SUCCESSFUL,800.0,13.33,2024-01-08 15:20:30.000000000,SUCCESSFUL,404.0,6.73
401219,2,2024-01-10 09:00:42.000000000,SUCCESSFUL,2605.0,43.42,2024-01-10 09:00:36.000000000,SUCCESSFUL,1338.0,22.3
401198,1,2024-01-08 15:05:28.000000000,SUCCESSFUL,1296.0,21.6,2024-01-08 15:05:30.000000000,SUCCESSFUL,518.0,8.63
401198,2,2024-01-10 09:00:42.000000000,SUCCESSFUL,2742.0,45.7,2024-01-10 09:00:36.000000000,SUCCESSFUL,1339.0,22.32
401385,1,2024-01-10 08:30:25.000000000,SUCCESSFUL,963.0,16.05,2024-01-10 08:30:26.000000000,SUCCESSFUL,465.0,7.75
401385,2,2024-01-10 08:35:24.000000000,SUCCESSFUL,668.0,11.13,2024-01-10 08:35:30.000000000,SUCCESSFUL,161.0,2.68
401385,3,2024-01-10 08:40:23.000000000,SUCCESSFUL,858.0,14.3,2024-01-10 08:40:31.000000000,SUCCESSFUL,143.0,2.38
400622,1,2024-01-03 15:25:25.000000000,SUCCESSFUL,937.0,15.62,2024-01-03 22:45:27.000000000,SUCCESSFUL,173.0,2.88
400622,2,2024-01-09 07:05:24.000000000,SUCCESSFUL,1044.0,17.4,2024-01-09 07:05:30.000000000,SUCCESSFUL,811.0,13.52
399237,1,2024-01-09 21:50:18.000000000,FAILED,293.0,4.88,2024-01-09 21:50:29.000000000,FAILED,20.0,0.33
399237,2,2024-01-09 22:00:31.000000000,SUCCESSFUL,886.0,14.77,2024-01-09 22:00:29.000000000,SUCCESSFUL,436.0,7.27
401197,1,2024-01-08 12:35:24.000000000,SUCCESSFUL,1190.0,19.83,2024-01-08 12:35:34.000000000,SUCCESSFUL,436.0,7.27
400937,1,2024-01-04 19:25:32.000000000,SUCCESSFUL,1245.0,20.75,2024-01-04 19:25:27.000000000,SUCCESSFUL,567.0,9.45
400937,2,2024-01-04 20:20:30.000000000,SUCCESSFUL,365.0,6.08,2024-01-04 20:20:28.000000000,SUCCESSFUL,188.0,3.13
401237,1,2024-01-08 15:55:29.000000000,SUCCESSFUL,1597.0,26.62,2024-01-08 15:55:26.000000000,SUCCESSFUL,519.0,8.65
400617,1,2024-01-03 12:50:34.000000000,FAILED,421.0,7.02,2024-01-03 12:25:27.000000000,FAILED,32926.0,548.77
400617,2,2024-01-03 13:05:29.000000000,SUCCESSFUL,662.0,11.03,2024-01-03 22:45:27.000000000,SUCCESSFUL,155.0,2.58
400617,4,2024-01-08 12:30:31.000000000,SUCCESSFUL,1144.0,19.07,2024-01-08 12:30:28.000000000,SUCCESSFUL,493.0,8.22
399319,3,2023-12-28 22:46:15.000000000,FAILED,430.0,7.17,2023-12-28 22:47:58.000000000,RUNNING,,
399319,5,2024-01-08 12:20:26.000000000,SUCCESSFUL,1196.0,19.93,2024-01-08 12:20:29.000000000,SUCCESSFUL,587.0,9.78
400597,1,2024-01-03 07:50:28.000000000,SUCCESSFUL,626.0,10.43,2024-01-03 22:48:03.000000000,SUCCESSFUL,231.0,3.85
400398,1,2024-01-03 07:05:28.000000000,SUCCESSFUL,402.0,6.7,2024-01-03 07:05:28.000000000,SUCCESSFUL,52121.0,868.68
400398,2,2024-01-03 07:50:27.000000000,SUCCESSFUL,697.0,11.62,2024-01-03 22:48:03.000000000,SUCCESSFUL,255.0,4.25
400137,1,2024-01-02 13:35:29.000000000,SUCCESSFUL,978.0,16.3,2024-01-02 13:35:28.000000000,SUCCESSFUL,516.0,8.6
399701,1,2023-12-29 11:10:28.000000000,SUCCESSFUL,839.0,13.98,2023-12-29 11:10:22.000000000,SUCCESSFUL,586.0,9.77
399701,2,2023-12-29 15:09:18.000000000,SUCCESSFUL,677.0,11.28,2023-12-29 11:20:28.000000000,SUCCESSFUL,294.0,4.9
399701,3,2024-01-02 07:45:26.000000000,SUCCESSFUL,900.0,15.0,2024-01-02 07:45:19.000000000,SUCCESSFUL,543.0,9.05
399333,1,2023-12-26 16:04:23.000000000,SUCCESSFUL,1090.0,18.17,2023-12-28 19:13:23.000000000,SUCCESSFUL,282.0,4.7
399537,1,2023-12-28 22:00:26.000000000,SUCCESSFUL,843.0,14.05,2023-12-28 19:20:00.000000000,SUCCESSFUL,1121.0,18.68
398824,2,2023-12-28 22:05:27.000000000,SUCCESSFUL,2524.0,42.07,2023-12-28 22:50:16.000000000,RUNNING,,
356936,2,2024-01-07 10:30:26.000000000,SUCCESSFUL,1134.0,18.9,2024-01-07 10:30:25.000000000,SUCCESSFUL,741.0,12.35
400877,1,2024-01-04 16:05:31.000000000,SUCCESSFUL,1277.0,21.28,2024-01-04 19:10:48.000000000,SUCCESSFUL,695.0,11.58
400877,2,2024-01-05 12:50:29.000000000,SUCCESSFUL,855.0,14.25,,NOT_STARTED,,
400822,2,2024-01-04 16:00:36.000000000,SUCCESSFUL,1041.0,17.35,2024-01-04 19:10:47.000000000,SUCCESSFUL,654.0,10.9
400823,3,2024-01-04 16:35:31.000000000,FAILED,507.0,8.45,,NOT_STARTED,,
400823,4,2024-01-04 17:45:07.000000000,FAILED,1036.0,17.27,2024-01-04 17:30:41.000000000,RUNNING,,
398697,4,2024-01-04 12:35:26.000000000,FAILED,531.0,8.85,2024-01-04 19:10:26.000000000,FAILED,109.0,1.82
400777,1,2024-01-04 10:55:24.000000000,SUCCESSFUL,1192.0,19.87,2024-01-04 10:55:25.000000000,RUNNING,,
400238,1,2024-01-02 15:15:28.000000000,SUCCESSFUL,785.0,13.08,2024-01-02 15:15:28.000000000,SUCCESSFUL,569.0,9.48
400237,1,2024-01-02 15:15:29.000000000,SUCCESSFUL,1071.0,17.85,2024-01-02 15:15:28.000000000,SUCCESSFUL,595.0,9.92
400177,1,2024-01-02 14:05:28.000000000,SUCCESSFUL,849.0,14.15,2024-01-02 14:05:22.000000000,SUCCESSFUL,505.0,8.42
400177,2,2024-01-02 14:40:35.000000000,SUCCESSFUL,489.0,8.15,2024-01-02 14:40:35.000000000,SUCCESSFUL,181.0,3.02
400217,1,2024-01-02 14:40:33.000000000,SUCCESSFUL,824.0,13.73,2024-01-02 14:40:28.000000000,SUCCESSFUL,420.0,7.0
399703,1,2023-12-29 11:30:26.000000000,SUCCESSFUL,543.0,9.05,2023-12-29 11:32:51.000000000,FAILED,137.0,2.28
399618,1,2023-12-29 20:10:25.000000000,SUCCESSFUL,854.0,14.23,2023-12-29 20:10:23.000000000,SUCCESSFUL,554.0,9.23
399618,2,2023-12-29 20:20:26.000000000,SUCCESSFUL,1321.0,22.02,2023-12-29 20:20:36.000000000,SUCCESSFUL,769.0,12.82
399618,3,2023-12-29 23:30:25.000000000,SUCCESSFUL,510.0,8.5,2023-12-29 23:30:22.000000000,SUCCESSFUL,134.0,2.23
398918,5,2023-12-28 09:40:22.000000000,SUCCESSFUL,1768.0,29.47,2023-12-28 19:20:00.000000000,SUCCESSFUL,1102.0,18.37
398918,6,2023-12-29 19:50:25.000000000,FAILED,504.0,8.4,2023-12-29 19:50:22.000000000,FAILED,123.0,2.05
398918,7,2023-12-29 19:55:28.000000000,SUCCESSFUL,919.0,15.32,2023-12-29 19:55:32.000000000,SUCCESSFUL,494.0,8.23
398918,8,2023-12-29 20:15:29.000000000,SUCCESSFUL,999.0,16.65,2023-12-29 20:15:26.000000000,SUCCESSFUL,525.0,8.75
398918,9,2023-12-29 20:20:28.000000000,SUCCESSFUL,1391.0,23.18,2023-12-29 20:20:43.000000000,SUCCESSFUL,892.0,14.87
398918,10,2023-12-29 23:15:28.000000000,SUCCESSFUL,782.0,13.03,2023-12-29 23:15:22.000000000,SUCCESSFUL,433.0,7.22
399718,1,2023-12-29 13:30:31.000000000,SUCCESSFUL,874.0,14.57,2023-12-29 13:30:26.000000000,SUCCESSFUL,131.0,2.18
398818,3,2023-12-29 09:00:20.000000000,SUCCESSFUL,631.0,10.52,2023-12-29 12:53:54.000000000,SUCCESSFUL,378.0,6.3
398897,3,2023-12-20 15:45:28.000000000,SUCCESSFUL,408.0,6.8,2023-12-28 20:20:40.000000000,SUCCESSFUL,1067.0,17.78
399559,2,2023-12-27 00:39:51.000000000,SUCCESSFUL,5680.0,94.67,2023-12-28 23:28:43.000000000,RUNNING,,
392219,4,2023-12-25 08:59:23.000000000,SUCCESSFUL,1033.0,17.22,2023-12-28 23:28:43.000000000,RUNNING,,
388174,3,2023-12-28 22:05:26.000000000,SUCCESSFUL,1769.0,29.48,2023-12-28 22:25:54.000000000,SUCCESSFUL,1453.0,24.22
